,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Literacy_Percentage
213,Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,694209,129907,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,5945,115356,511167,32653,83940,306288,566191,872479,204713,487016,491844,540383,308670,217203,40277,2290106,279352,2569458,1187177,741984,588081,5761,66300,44108,239332,76530,62097,247886,34105,423337,503214,193231,19594,533052,497016,530436,507341,28563,9532,143,117871,247,206,33042,46193,9535,397151,13746,10820,181,9712,24306,63511,440610,3593,63652,12764,19717,54436,74153,87111,330674,149708,93855,101710,36672,39088,350621,72201,15978,20104,3317,809,100283,536,1272,1292,2564,259,373,632,281,370,651,49,4432,0.8475748938863727
214,Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,372700,90298,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,2226,74092,237670,10378,32484,251641,166164,417805,115476,268084,230416,238900,122657,76192,16585,1068310,212905,1281215,688763,369883,246975,1754,27736,19438,75335,34267,32813,110808,12210,179664,239445,95824,15463,261196,236961,245747,240351,22502,6820,89,57109,380,189,17019,30801,18973,157785,40573,6714,505,8940,22951,40315,195593,6792,36736,35578,8292,22720,31012,39574,157758,68195,49989,58340,20652,31854,179252,33751,8442,10603,1776,385,44156,305,607,581,1188,126,183,309,78,80,158,28,1988,0.7935687924275744
215,Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,695299,216726,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,6480,263148,630767,31542,83133,523715,401415,925130,172247,406592,562529,595191,307950,233402,64052,2341963,231286,2573249,1177359,795245,660965,1806,157906,58867,124857,144080,98910,278359,42989,525754,569631,192362,43764,640554,532705,626758,597009,51410,51525,218,247868,2108,1558,27096,130571,26860,331377,5294,1564,249,16037,21017,64485,568555,3167,179861,4608,26711,76792,103503,132475,466519,221052,112992,83769,9485,30236,455971,83293,9101,9925,765,59,114087,667,1228,1056,2284,295,351,646,84,126,210,103,3910,0.8500775032016317
216,Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,604553,131182,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,4636,187213,464039,37849,83999,481967,196194,678161,117681,271496,373998,475724,280720,221350,52339,1793308,134393,1927701,811653,596302,565048,1548,76041,73096,117604,122177,57483,191404,50903,406922,451226,202339,19478,467182,416985,464124,434540,37276,15549,168,149689,509,290,25137,63468,12340,177265,7562,6936,730,15927,26930,71856,350435,3337,110023,6897,15538,54557,70095,84509,330354,150425,95420,74003,6001,58162,346188,72827,5858,6177,298,21,55261,481,918,893,1811,241,276,517,105,70,175,88,3071,0.8861751355118201
217,Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,754187,194794,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,6967,145558,641660,36791,107602,323793,666543,990336,247996,564392,647221,630818,351267,250117,53166,2744977,335520,3080497,1487644,909581,686109,2959,94227,54277,228436,149330,99037,294411,51258,490719,632201,238753,31308,660228,613671,668842,638772,35910,22819,185,88173,215,164,18202,70154,10094,396233,14347,10775,328,15285,27954,86008,542267,1566,143663,12553,20408,63700,84108,114136,444561,198560,131865,122779,32377,55550,459312,102483,21702,25527,3332,493,96503,770,1476,1070,2546,354,307,661,208,338,546,71,4594,0.8474383345975253
218,Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,852047,210377,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,6225,139994,730119,27909,119918,634543,522586,1157129,415601,770417,814285,933793,392867,203779,41344,3572086,622345,4194431,2406005,1041361,662311,3243,96908,59145,207137,138096,77464,424435,43503,485406,720497,218598,26689,739014,692169,754074,719609,47021,23144,297,212489,269,215,23025,82426,14558,508118,25795,4784,509,19300,26145,95071,628805,1552,115058,22831,19178,49957,69135,92845,425449,169215,163389,200802,79209,50719,482615,124797,40822,51784,9238,1724,115399,1156,1776,892,2668,480,265,745,73,111,184,83,4838,0.8051007556675063
219,Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,875540,166800,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,5685,178386,587583,27162,69440,665899,228442,894341,249198,492864,608176,572412,232109,180540,36370,2371669,439934,2811603,1395222,802611,608966,3135,101999,43458,165350,145549,44746,352106,36289,447169,533223,136371,30589,592131,511877,564142,575878,39417,26211,154,228307,718,455,16725,116410,59099,257588,35861,6019,2587,9094,19240,124408,450438,1540,269352,33936,27077,62135,89212,98388,394623,174911,121324,112468,31984,53441,419607,85777,19925,24296,3683,688,98607,692,1253,1078,2331,294,384,678,60,90,150,78,3929,0.7969909613535406
220,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,921282,310387,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,22019,343590,783872,71621,155321,559293,609824,1169117,206328,460690,642470,682156,389161,381782,76129,2838716,309042,3147758,1488441,989238,820024,3724,136964,96456,264663,220675,92401,400748,94612,658734,697741,204592,66500,796526,613196,780821,727418,83983,63056,362,263044,2259,1438,24330,215578,35020,367952,17578,2791,536,16123,23277,83395,698056,3827,316393,16450,41529,99737,141266,156362,568815,271600,140853,103948,14745,47323,579574,96518,12243,13652,1224,185,139030,766,1611,1689,3300,424,491,915,214,302,516,273,5770,0.8436981947503307
221,Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,929506,166221,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,6251,338350,721625,56148,132774,336748,715119,1051867,222627,445696,524387,821831,362657,338600,71535,2787333,307665,3094998,1394214,931841,792182,2963,248933,84016,262620,220583,99998,318301,79552,616644,671105,252806,33002,720918,712186,727823,683102,48702,22832,278,199982,705,476,32516,31644,10988,328453,58189,369,190,9463,11349,86332,622975,1327,204494,39221,28012,86762,114774,138655,499304,228326,132323,107091,22661,34523,508265,98284,16971,19542,2261,310,117739,622,1548,1722,3270,449,397,846,438,247,685,189,5612,0.8581789055491478
222,Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,263445,76632,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,1866,23028,149864,4712,15944,266183,11805,277988,65326,144896,137227,184266,87042,51111,8786,678654,131211,809865,412806,246590,157326,698,15359,13027,48187,22721,16555,91600,6438,109972,155220,47065,16489,172322,146524,170170,166448,12409,9342,64,41661,104,49,8817,38879,12336,109208,6025,9019,541,2974,15424,43873,111648,2890,41863,5784,6132,17127,23259,29933,125105,57494,37678,32026,5013,29882,131870,25844,3484,3879,357,38,23810,234,385,260,645,94,98,192,6,9,15,9,1095,0.7897837097208289
223,Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,74385,37841,36544,358543,177977,180566,346471,207401,139070,227040,119431,402766,115448,130376,7051,93596,686524,21473,2132,606,86,1653,35434,1329,23388,81338,1290,7266,147388,60325,207713,113208,115716,93450,58536,42743,31646,3066,458365,271733,730098,444954,193520,109813,950,84977,2895,27223,29063,2908,51002,3062,41067,57032,3122,3306,162326,35107,29828,146164,16275,10079,43,1268,482,140,724,133712,137693,58087,71183,2454,2384,886,6837,68354,47278,1113,29861,1924,10691,22868,33559,23690,90782,34331,32761,39257,5221,53187,119931,22871,3237,3817,492,88,22200,166,307,243,550,52,3,55,3,4,7,8,787,0.5827194866243925
224,Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,175764,92216,83548,82072,42447,39625,315270,231829,83441,241288,73982,529801,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,27,1033,15886,84720,619,6016,169606,37135,206741,148647,117053,62802,51499,29551,22791,3466,435809,359525,795334,535410,194772,114131,758,43637,2373,20551,23638,2816,75605,1332,42898,81251,2830,4250,161138,87957,26227,162759,5484,59514,69,1448,609,205,1289,82747,143611,29938,120390,64,494,954,1729,84954,30468,217,17501,7376,7008,19576,26584,19389,85945,32336,34220,49792,8383,55282,126578,22437,4421,5473,835,217,16216,176,337,238,575,27,18,45,15,24,39,24,861,0.5551119373401762
225,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,125426,61576,63850,383026,186979,196047,893014,488610,404404,530506,362508,808684,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,58064,2423,27283,277927,1712,13306,400074,70793,470867,290699,312640,235251,168635,126308,74213,7414,1215160,493415,1708575,969773,453605,276799,1521,252422,4045,53640,46168,7640,85942,4072,82475,100910,7328,20200,373515,178778,73522,366925,16421,116336,32,12359,385,215,5381,215532,319772,131251,216480,861,1380,284,2716,188210,87044,191,38273,4190,20627,45725,66352,54919,230275,91010,84346,89463,8220,119056,289159,45934,5302,6105,693,110,53112,347,668,472,1140,68,35,103,32,51,83,35,1709,0.6743987476038639
226,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,87991,44478,43513,962145,482182,479963,653897,365928,287969,525791,128106,731984,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,263,494,30115,181139,1158,8516,250358,48912,299270,157337,137116,74067,59100,42649,30754,2581,503604,825034,1328638,923665,302833,158594,789,51163,3102,18097,31152,3163,63051,2713,48847,70169,3955,12134,236395,95231,45979,224957,12865,51030,46,5093,1003,546,3624,147830,193651,24931,130983,4359,7002,1916,15518,127727,48225,2241,70117,12669,5580,17742,23322,20963,102717,36524,45230,89149,27873,67109,164033,47993,11158,14168,2409,601,16867,315,561,321,882,19,26,45,22,36,58,35,1336,0.39680607498046366
227,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,159296,81621,77675,667018,333166,333852,786980,453887,333093,511287,275693,788382,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,13048,1220,45270,230974,2109,13755,318945,87704,406649,239114,232532,176325,140402,105696,82761,5876,982706,603098,1585804,938819,392728,242592,1223,114524,5740,40590,59230,11017,98857,5615,94586,121106,11232,14436,317408,184872,81190,284681,23266,109309,109,9059,961,732,6500,142202,244889,62320,170964,620,1444,465,2874,161934,68321,345,88762,20222,11870,30101,41971,37702,178031,70160,70169,92643,14429,96819,240032,42823,5758,6778,873,147,37441,344,678,541,1219,103,40,143,34,56,90,47,1845,0.596541620275213
228,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,374799,204212,170587,6131,3283,2848,520768,455775,64993,422111,98657,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,3571,32268,107819,1166,14368,271211,88385,359596,202629,261162,199044,140743,96011,50222,8059,957870,388473,1346343,1040736,399676,258588,4005,165675,4463,44068,46137,5223,169384,2276,75539,177168,2561,12179,285941,181907,68734,288622,7464,106851,94,7572,1965,1245,2260,116349,227419,30350,225700,18,41,994,1205,169781,51290,152,39417,9089,9939,22269,32208,25527,126610,46066,55017,101448,37990,77185,184647,59575,18857,25960,5184,1919,28074,379,712,411,1123,44,57,101,52,84,136,47,1786,0.6429323460588783
229,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,357516,185902,171614,69429,35966,33463,867457,644960,222497,706036,161421,1503604,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,335,7572,281442,452912,40788,94729,118893,581826,700719,229082,303171,287198,211371,178165,266618,30845,1506450,462581,1969031,1405814,625594,330291,9362,159808,60383,128211,213130,26655,281718,73852,339750,353909,45536,14353,477778,420371,352351,357177,107036,74735,316,5810,5083,4356,5637,67379,123123,12209,159967,339,514,12114,22817,168763,237019,9850,290507,72331,17604,45793,63397,67348,282108,115462,99298,120466,21779,81968,365600,57282,11406,14064,2135,523,50804,354,977,1211,2188,418,238,656,237,312,549,552,4298,0.7003995257819179
230,Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,64254,33037,31217,230095,116420,113675,328339,211925,116414,274900,53439,429508,67799,156295,8077,96168,552526,180840,1199,1074,19883,1884,99,342,40478,112420,986,5058,115979,62861,178840,107547,119468,69765,57058,42618,28237,4761,429454,317962,747416,469838,181605,106034,370,37369,2142,11224,22453,2568,48291,2394,58527,55999,5140,8078,136804,110403,50613,124087,12487,56651,8,8702,558,444,2398,33751,84298,12474,32082,409,2583,468,3709,65467,50687,249,95022,2288,4958,12399,17357,15902,72437,27594,28941,43386,10974,28000,102698,21817,4602,5673,869,202,13966,160,342,265,607,52,39,91,36,58,94,35,989,0.5392632022030832
231,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,405313,215258,190055,73597,38081,35516,751797,481518,270279,553862,197935,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,1397,36506,176056,1880,15567,375869,95048,470917,270951,236054,160310,112961,77787,59704,7837,925604,770268,1695872,1112636,394060,252417,3262,197839,6206,65630,48339,5312,169223,4684,82967,180063,5528,8958,353944,120424,56851,354948,12483,63023,78,2592,866,453,1753,250461,312086,138505,199315,905,951,535,2657,185719,47529,266,25858,14706,17905,40360,58265,38067,169728,60050,71611,118698,24194,137637,268197,50366,10861,13931,2446,624,38391,413,771,468,1239,42,58,100,50,81,131,64,1947,0.5350921341939144
232,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,232244,118465,113779,769778,385785,383993,957984,582263,375721,673845,284139,1132938,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,25771,1087,73284,344875,3588,20034,413142,140802,553944,284113,336391,225747,215098,167946,112383,12141,1353819,663446,2017265,1232263,535316,321977,1366,158956,8235,64121,75332,12765,123094,8969,138316,150476,14617,20823,427305,245014,111901,376356,34728,129456,92,9203,928,613,4427,193375,321309,97835,159900,3129,2922,1676,8630,201932,102108,903,164167,13482,18466,40823,59289,50272,244209,96510,97427,117941,16950,134349,316832,54328,7838,9240,1166,236,57989,455,914,704,1618,117,73,190,63,103,166,83,2513,0.6189604394616346
233,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,246337,129877,116460,166295,84809,81486,574595,367711,206884,389993,184602,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,1850,23270,187731,1432,10504,303387,66514,369901,197917,217296,150040,95032,64414,41158,5260,771117,469038,1240155,768929,312593,181403,1294,116361,3031,45871,28333,5284,95511,2473,66044,104780,3985,13991,288272,90156,43355,283661,10655,53749,22,2795,534,252,2430,210959,256314,90846,153855,2437,11217,1116,15377,131839,36196,607,37933,9635,18611,45411,64022,42311,168849,64924,61614,62447,5797,133080,233178,23000,2799,3332,445,88,41605,287,547,354,901,26,33,59,29,46,75,36,1359,0.591444203891889
234,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,200270,107132,93138,15061,7870,7191,321160,225662,95498,247229,73931,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,1019,17555,97696,616,5251,160453,43401,203854,132176,131372,88949,73398,48978,34853,4262,513988,260076,774064,473097,195131,118186,340,65191,2897,22895,25575,2856,83971,1382,55966,89056,2229,4447,150242,90102,35209,153252,4235,48916,99,3296,496,274,2074,69434,123256,23591,111992,26,204,309,801,83399,33638,262,21821,6790,7451,16280,23731,18156,82921,32738,32027,43215,9669,42499,109942,23412,5506,6863,1095,262,19319,202,385,237,622,19,25,44,22,36,58,25,951,0.6246488737267304
235,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,292007,150260,141747,272701,139174,133527,742676,451501,291175,528526,214150,821039,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,72,1229,59521,270457,3518,16523,274995,101014,376009,242508,225380,149522,125772,94403,55383,4991,897959,565365,1463324,943954,388648,230280,833,117794,9017,35470,77281,8237,149660,7862,124826,168269,10372,15967,291655,193157,112895,278354,18785,86378,130,4755,1517,935,2907,111585,189672,37736,191227,183,959,3996,7311,151581,69986,2173,64926,57651,9614,27019,36633,33382,160739,65024,62333,86599,20771,83175,203951,53003,13544,16709,2514,651,31079,334,679,531,1210,86,61,147,52,84,136,73,1899,0.5917759949862986
236,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,145436,74291,71145,1222814,614619,608195,1027974,597079,430895,783019,244955,1157819,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,88,1889,75637,349639,2388,18626,412348,103364,515712,262090,244058,164576,134279,99882,66721,6543,978149,1021851,2000000,1377326,533243,273050,2174,114497,8080,31650,85477,7096,166280,5900,123750,183741,10365,18345,409621,198890,126246,378227,33109,82208,414,12831,1359,874,5198,220923,289276,55563,219663,1088,7340,4790,18478,171424,89435,5260,122739,30085,13730,36576,50306,43219,209444,82711,83514,129512,30551,158954,289239,74754,15767,19426,2882,777,36394,453,897,729,1626,144,56,200,47,77,124,66,2470,0.49288198836760844
237,Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,39782,20366,19416,455789,225699,230090,389925,203383,186542,250137,139788,314599,150084,190962,7958,40921,605435,6736,4238,260,61,687,84006,3101,4576,62372,554,6447,218021,9774,227795,103002,113875,84065,49277,31104,15179,1674,398176,295655,693831,419531,181841,102522,630,26743,1291,25563,7979,1759,22759,754,13765,25956,1438,4722,165866,12242,9945,162879,4301,5856,11,679,331,205,963,156757,157728,54204,92203,4358,4165,475,9494,71877,10050,496,11475,770,10701,25867,36568,25416,96460,37087,33957,33585,2386,87072,124088,19909,1906,2172,214,52,22830,151,274,185,459,21,4,25,4,5,9,7,652,0.537545917527295
238,Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,193115,100646,92469,190819,98206,92613,514897,335454,179443,353671,161226,726622,213949,175615,12079,113254,1172248,49203,1208,3271,529,13474,52,1534,34184,144248,2482,11740,212765,72320,285085,197902,157141,84560,79924,50724,42147,6451,618849,578034,1196883,793150,285176,162104,1089,76571,5968,36818,43568,4328,110861,4802,80642,120895,5706,7267,232368,118411,47903,224082,13478,71018,369,2274,863,555,2140,123022,191856,45758,144013,159,1667,1124,3370,113490,50611,420,46271,18012,7399,25762,33161,25661,119065,44051,49353,75408,13799,77332,176507,36355,7692,9517,1480,345,19054,254,498,347,845,33,38,71,32,52,84,48,1302,0.5267579473209834
239,Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,393068,210354,182714,72133,37704,34429,685311,548820,136491,559845,125466,1346725,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,217,3457,165061,306859,15779,46454,172720,272172,444892,235648,235924,204871,193082,166719,193947,23148,1253339,554486,1807825,1218319,519728,291451,2538,194763,21313,55302,126189,15878,212669,30277,232840,253163,24616,11032,345303,278747,221052,316586,45158,75235,397,8095,1687,728,3226,90758,141062,13890,181937,94,517,4716,8896,130088,177949,3569,163561,51301,9400,26935,36335,39042,188922,73239,76641,112892,31356,61468,250533,61417,17029,22172,4047,1096,35383,330,797,823,1620,147,153,300,129,201,330,249,2830,0.6679064740978998
240,Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,92865,48553,44312,159678,81446,78232,230979,156852,74127,163781,67198,339486,68019,101256,6459,55245,527462,38640,683,676,93,1573,55,1283,22174,95066,986,5376,112714,31845,144559,90059,87733,60757,46556,31939,27126,3469,347639,177731,525370,347774,138882,83417,392,29025,3556,6664,30952,2312,58528,2269,45661,63615,2775,7758,106844,71326,51766,99039,7072,29503,30,3451,316,128,2447,39655,57880,19236,65843,50,887,334,1378,46120,38378,107,21860,11807,3691,9767,13458,12137,56810,21669,23004,33489,7224,26483,78532,17520,3579,4395,667,149,10534,128,240,159,399,14,16,30,14,21,35,28,619,0.6180046102740746
241,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,205007,107237,97770,197300,101041,96259,478082,345435,132647,361648,116434,763268,116440,181967,9982,169693,1175203,52269,4453,3127,1550,3888,107,753,61415,198076,2871,14456,209650,105746,315396,159703,183156,145076,119682,89589,84769,9279,791254,344492,1135746,730768,318232,191501,849,106654,7335,22634,67460,5440,125466,7754,112371,138517,7611,20360,242346,166373,122069,217340,25354,73330,67,11143,1146,935,9032,86189,128075,33257,148616,382,809,735,2071,101614,108846,145,64944,31892,9942,23157,33099,29245,137955,53582,55128,69820,11688,42102,183631,34059,5999,7376,1126,251,27496,276,559,410,969,44,55,99,46,75,121,70,1535,0.653034196640754
242,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,545239,280184,265055,217679,112687,104992,1268195,939055,329140,1137251,130944,2008502,150907,185528,43584,888176,2728225,415142,18523,25696,11496,71667,720,5228,417170,593576,48691,111478,200371,587947,788318,428413,472233,384611,362209,300076,382658,36326,2366526,718174,3084700,1877270,894464,493096,11867,318881,64865,199866,286973,35467,382419,88099,464337,479762,61876,19449,602097,545277,480633,457287,134832,70873,356,11302,8046,7542,7426,70057,116204,8609,291978,238,590,12126,17644,201299,302125,4690,291070,201907,17845,46409,64254,77386,347858,146797,123675,154066,49156,111910,406052,108374,34326,43855,7222,2307,57053,539,1438,1696,3134,456,323,779,292,424,716,615,5783,0.7047127030665331
243,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,348029,179858,168171,375231,189915,185316,1005624,705970,299654,744287,261337,1457665,106882,283636,69946,545160,2159065,203652,23142,13256,4320,33728,21010,5116,192581,452023,20443,58601,272284,352477,624761,267932,352284,313910,268333,222987,235072,24872,1685390,540029,2225419,1387369,679185,391903,4832,271469,26487,96985,154678,19978,225299,40531,285248,274726,29449,21458,495406,326960,286802,434882,64448,97528,588,15989,4629,3802,11319,188069,214537,24053,251028,715,2047,2383,6068,212728,187442,923,229977,48976,19774,53407,73181,70777,309266,126486,112003,112904,19678,114859,375065,67829,12531,15623,2433,659,56512,471,1105,1084,2189,171,199,370,167,261,428,318,3776,0.7130580293258323
244,Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,17427,8770,8657,891818,446359,445459,515121,265489,249632,370641,144480,509927,329175,115649,5132,65165,960925,15733,38423,141,65,8871,388,502,16683,125411,744,5591,211080,24713,235793,98308,79781,40466,38236,28990,20240,1973,307994,775664,1083658,684200,220769,119681,398,31319,2215,9554,20076,1463,56006,1718,22470,60130,2661,10035,204203,46247,24293,197972,7149,24132,222,1629,169,71,899,161374,182165,26754,149362,736,5220,624,8587,99268,19449,2007,22215,4294,3384,13785,17169,18527,88532,32178,37827,80303,21617,88904,147430,40524,6643,7995,1116,236,11672,398,706,403,1109,13,20,33,16,26,42,30,1612,0.3434775737331325
