,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Literacy_Percentage
0,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,488596,242844,245752,495794,247472,248322,1323667,748939,574728,1066460,257207,1417572,363737,484912,84661,390357,2399901,275970,15422,1377,25510,617,322,22120,194954,566108,5512,45202,597466,220248,817714,232470,344167,281752,225957,143143,100226,19277,1346992,1030640,2377632,1536378,704551,422522,77788,150289,8338,25190,96998,15483,374630,9483,306433,403530,13417,35823,510399,378259,191052,559211,77594,180245,1009,20150,6489,4078,9390,273511,446014,93294,267233,2294,3303,7390,14508,212025,229686,1521,270862,79354,27018,80780,107798,103066,417387,182282,132039,114585,12000,210059,503266,58377,6455,7297,722,120,82830,648,1604,1266,2870,84,122,206,134,213,347,109,4181,0.5411228280350601
1,Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,583135,292379,290756,154127,78573,75554,2036166,1208544,827622,1679655,356511,2044982,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,309,14858,223016,897970,8606,48299,902997,341431,1244428,462273,720357,582075,331793,162175,144915,23341,2426929,1369069,3795998,2189396,1104565,739612,47575,206433,9915,63528,144214,24039,534408,14470,559461,581087,22640,23899,713663,755971,353948,779195,172680,222718,824,96437,22059,19296,11188,205194,581051,5049,117001,552,469,16086,17308,528245,225275,201,819675,43685,36633,106460,143093,156107,644263,291388,196768,153243,20566,207645,718794,115052,15584,17947,1994,369,109372,969,2252,1605,3857,143,150,293,176,261,437,243,5799,0.5662524368143473
2,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,785760,389582,396178,159165,79756,79409,1933357,1202223,731134,1669852,263505,2240707,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,358,11677,324406,944555,13763,67087,907970,395900,1303870,522961,770836,673197,548336,265199,246409,36017,3062955,1170993,4233948,2148179,1159053,807430,59402,225856,16296,93489,186568,35378,561188,24934,611465,632803,36237,30849,777100,754648,382377,815953,196720,246488,640,32299,12221,10381,11823,267468,628364,8192,135531,349,548,38931,40322,539408,342011,494,835606,92651,55151,132169,187320,175853,678054,311451,190750,142837,13905,140697,757090,105579,10901,12183,1103,179,147264,1021,2270,1565,3835,261,125,386,157,218,375,307,5926,0.6391559880250998
3,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,945269,468883,476386,213195,104422,108773,2093681,1545831,547850,1748117,345564,3060615,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,403,9661,479914,1297273,22411,93784,1199479,406362,1605841,669420,947606,797497,521562,271809,263023,47702,3518619,1524603,5043222,2724328,1478954,948122,2892,779052,25381,113126,232073,65415,614288,34494,821421,732492,52789,46973,869294,869464,800168,1088823,278383,132607,1622,50195,6007,2058,11341,537946,510602,121195,342767,4440,6523,11217,27864,558347,613789,5684,908806,40397,95856,239150,335006,275218,952492,468704,208570,112434,7478,235274,1085890,85895,6477,7007,450,80,228618,1274,2865,1949,4814,189,164,353,195,286,481,290,7211,0.6380264152466215
4,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,957407,476333,481074,247089,125105,121984,2381624,1442370,939254,2106326,275298,2506189,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,332,15982,648568,1186028,19383,80434,1069877,513113,1582990,736270,845810,674957,453446,246580,221924,30279,3209266,1474349,4683615,2583462,1371811,928462,4078,454586,17424,106907,190079,62229,617321,28457,816849,733133,53583,44968,917356,904201,762845,981115,276073,180459,1292,58852,5982,2660,4774,383630,513287,67710,428749,1299,4238,35872,47242,465404,554667,5833,739450,73453,83026,212589,295615,229537,842985,413160,200288,139120,10111,267760,972992,117838,10388,11313,821,104,185688,1119,2657,1953,4610,196,188,384,222,328,550,317,6981,0.6056780404651324
5,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,247927,124313,123614,48937,25556,23381,1413297,1045585,367712,1096081,317216,2530026,28308,23029,46157,1315803,2046051,1713405,87522,11446,1268,19560,1929,62142,581509,869721,149034,274653,0,1066289,1066289,230962,596591,685215,811501,517425,558090,45937,3445721,556902,4002623,2249130,1068243,542669,83281,229561,124106,288188,439890,91702,583744,200317,746818,799174,123728,8198,868553,873099,868186,437146,422826,9546,1908,9725,9605,6238,4915,8413,7927,913,8759,621,84,6777,8678,47880,814362,1196,862054,6139,20495,90415,110910,135609,546260,236179,174472,181806,42536,19270,692697,73154,16242,20914,3555,1117,94747,416,2008,3204,5212,1708,494,2202,671,860,1531,1710,11071,0.7334309160066269
6,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,709757,352481,357276,106745,53495,53250,1876768,1049463,827305,1590304,286464,1899501,360390,756859,168340,591179,3491139,244723,24979,2086,332,312,115,12583,344667,926768,8831,46584,877236,288044,1165280,340372,453505,482842,463403,293493,256633,35312,2325560,1280393,3605953,1940234,1031735,728494,75806,406211,14175,37212,192965,25539,648422,16190,589283,691495,17534,42493,642642,675283,452865,823820,141432,271709,921,100604,16953,15034,12846,305456,518458,133499,135427,1037,305,23433,25074,197387,633350,299,681510,65437,55169,146503,201672,166249,649211,306232,176730,120450,9406,150002,746836,91081,8368,9357,860,129,133465,961,2163,1420,3583,128,99,227,119,173,292,186,5251,0.5843940143035361
7,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,462896,229905,232991,765565,378532,387033,1410062,802906,607156,1215871,194191,1387308,224972,804537,19799,360754,2595321,158887,33463,655,217,459,539,7829,219710,668519,8628,42171,669262,201363,870625,295639,346118,329630,238811,154774,160804,25456,1551232,875272,2426504,1530602,774583,477955,14230,267852,11887,35761,115078,19525,389453,15140,416734,427722,18744,33533,435972,403739,360531,616617,115379,105732,707,37554,2709,1518,7153,343847,379678,46922,210458,1327,4467,9819,16502,240615,354579,889,468045,61127,39441,120442,159883,144836,512966,254089,114041,69643,5094,152392,575647,55189,4220,4616,346,50,112134,732,1584,1012,2596,75,78,153,92,136,228,127,3836,0.5827738196949277
8,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,871063,435412,435651,132464,66734,65730,2048880,1327299,721581,1744978,303902,2468518,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,906,31597,632890,1163932,30438,101450,909292,567042,1476334,618101,692968,630603,531821,312753,328454,54728,3169428,1352499,4521927,2340943,1284630,833959,57866,525079,27969,112568,212111,76037,598166,43264,794346,743696,69493,41217,838939,897201,863417,863382,328243,128403,1359,32758,10038,4774,7302,330056,351479,87080,205072,1490,1097,17143,26322,387804,611878,6592,903992,43371,81004,218150,299154,235751,824868,417156,171961,95350,7885,227575,955030,81787,6370,6886,449,67,183554,1054,2557,2029,4586,270,180,450,218,313,531,364,6983,0.6662503503122815
9,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,737945,370215,367730,82831,42052,40779,2029425,1164122,865303,1757520,271905,2024038,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,434,17520,195001,816721,10081,56478,783853,306982,1090835,521327,672951,466940,271828,152453,115504,19282,2220285,1517933,3738218,2368684,1053618,609027,22134,271815,10622,79714,118153,30605,519103,15373,543044,572406,22698,24332,752035,702120,353289,710444,156505,187708,820,58115,8586,4613,8162,175062,437495,17204,138946,5694,6352,5342,20685,431425,227045,3297,696977,38696,29425,86663,116088,120568,547505,238908,188029,181675,31914,218712,652567,109416,18819,22549,3071,659,92650,1042,2163,1355,3518,108,114,222,134,199,333,185,5301,0.5247762222080231
10,Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,708954,356099,352855,364269,187035,177234,2082501,1140067,942434,1815643,266858,1970527,569142,931084,57846,524429,3673456,334172,21345,658,290,388,267,22452,136843,757821,6153,60812,848963,161052,1010015,419379,596134,441585,308575,169083,98227,16121,2049104,1604319,3653423,2360874,1027525,637430,27199,151754,12615,60282,121553,23880,527437,11293,362791,570261,18944,48768,595275,508140,231015,800743,66068,228218,1219,40681,8924,5428,10240,365719,621148,5990,166074,1908,2595,11889,17166,329098,290371,774,681260,58931,25689,79590,105279,120964,541398,225428,195006,191259,35923,254390,632870,116194,19694,23895,3474,727,100900,1068,2104,1137,3241,70,54,124,65,95,160,102,4695,0.47881386459703706
11,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,537947,266413,271534,168985,86574,82411,1442203,837874,604329,1195494,246709,1591085,353221,571129,67642,450211,2637313,342449,34301,1309,554,457,217,16688,163074,604719,8635,47170,593653,195479,789132,324267,503713,481984,373729,201928,127493,16466,2029580,1199818,3229398,1735769,779738,509368,8413,232114,14362,69729,119276,28285,430639,15872,349304,482440,23516,24473,508133,421856,293838,570933,90125,120589,716,82272,10773,7965,8559,244908,363300,9627,149702,319,316,9422,10443,228110,278173,386,494042,92845,19664,65211,84875,96457,419073,178179,144437,140018,22798,160481,482906,92770,14040,16643,2160,443,74445,786,1659,997,2656,84,59,143,71,102,173,116,3874,0.5397235607037644
12,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,637385,318359,319026,394279,203876,190403,1741693,976428,765265,1493419,248274,1747116,325224,863131,45124,508214,3249231,188646,35025,937,241,250,132,14347,228818,789225,7715,53777,833504,197433,1030937,369537,518669,471233,367424,238695,196134,27003,2188695,1294811,3483506,1932349,897137,651748,7575,286559,18927,44340,143010,23899,545350,15308,464172,588791,19542,45358,460960,479824,355700,760789,103172,185613,635,57670,7855,6223,12555,395608,512068,28731,162241,763,1096,78943,81060,298874,347474,258,598439,66625,45165,120169,165334,144858,578886,270974,163054,119437,11775,229084,655150,89307,8970,10032,935,127,120943,968,1937,1106,3043,64,72,136,84,125,209,113,4468,0.5735536109887357
13,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,371074,178798,192276,192941,95679,97262,1261076,684320,576756,1055965,205111,1290259,278102,448281,171311,363382,2123426,391596,19653,2357,1847,542,146,11768,186740,545913,5261,35036,565165,155133,720298,269487,421399,338668,396396,223365,141850,13382,1804547,1041862,2846409,1399773,676401,437573,37588,212631,10088,46837,102049,23277,385123,9899,308270,428744,20344,22717,448674,428790,245523,490840,93887,174190,573,32721,15610,14142,10149,161943,338471,8125,114151,391,335,14269,15818,218935,242762,823,450359,78420,23207,67384,90591,94217,379595,163189,122189,107972,12575,129036,432299,68637,8050,9206,988,168,80591,661,1468,931,2399,61,60,121,71,105,176,100,3458,0.5447383428675576
14,Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,787861,397242,390619,151145,76677,74468,1700567,991842,708725,1463508,237059,1696881,280029,889218,42603,488717,3150195,220654,18775,266,97,204,206,7051,290947,763746,6151,43611,873486,214089,1087575,489805,495556,368919,249034,142026,133627,21976,1900943,1218310,3119253,1832695,917391,641707,5655,226045,9071,40847,105940,25076,451056,10365,468022,494689,18557,32095,518496,528518,321332,717208,127205,185711,640,39145,3231,1463,5090,328758,526726,91097,244709,3379,2055,24112,36075,406577,197300,6529,481021,78693,51012,130198,181210,144923,548015,251635,151457,115932,12119,253399,643184,89358,10022,11413,1186,205,113321,855,1845,1128,2973,91,65,156,79,114,193,127,4304,0.5605486824228068
15,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,255664,125214,130450,166118,81382,84736,1290288,766483,523805,936244,354044,1412826,165317,700833,34479,389659,2666950,9025,18879,193,77,160,106,7724,149554,615432,3988,32280,752752,149684,902436,291793,348354,319244,251521,146721,121213,21031,1499877,1009992,2509869,1423119,747385,528736,3874,180824,5264,19494,64087,18802,294830,6316,297418,332230,18598,21961,548681,178089,146386,610487,68045,28345,1406,13539,1952,1091,3980,511234,533734,199161,282509,2719,10077,3531,17894,394989,107308,1567,179917,85253,42847,86481,129328,118149,464451,224481,121821,85869,9675,187026,506897,66546,7462,8385,811,112,107495,743,1475,803,2278,58,37,95,45,64,109,76,3301,0.5532067829917643
16,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,247728,121493,126235,235556,114687,120869,1157962,679289,478673,953215,204747,1186512,212285,557254,27469,360954,2299129,16423,17853,380,114,815,183,9577,140361,527736,4453,24128,592458,157056,749514,250446,300057,257468,186576,115144,103591,27041,1240323,1031683,2272006,1206366,666394,451469,20245,168297,5002,28633,61858,13208,236327,7516,278230,265587,16052,17903,443111,242486,131289,514227,68076,60019,729,6188,1403,1019,1608,354119,456712,73701,246172,6785,2591,1015,12979,396943,95138,2588,259205,59276,30854,74473,105327,104907,403386,192867,105612,80085,7807,104524,440182,65254,6261,6993,645,87,84176,613,1306,804,2110,45,65,110,74,114,188,81,3103,0.5282157106455435
17,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,616102,307709,308393,530656,268976,261680,1705655,960926,744729,1442197,263458,1806921,401646,758092,43550,502367,3273755,197333,31377,1453,253,569,126,7710,237349,828077,12952,59006,758738,288249,1046987,314252,457529,454322,430242,279234,248942,27663,2212184,1191252,3403436,1891954,941452,664872,14298,311837,15727,71400,139404,34782,508632,22196,462819,568508,25094,62158,476334,504897,388583,761465,117060,189942,547,106071,28927,26831,19653,383656,491661,67830,174218,1117,507,40479,42801,216245,461825,698,597926,70325,43692,124347,168039,144960,593070,285338,162772,117016,10428,210483,676526,90062,8344,9354,879,131,112611,938,1936,1203,3139,135,93,228,112,162,274,185,4762,0.5878941836418629
18,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,811698,403693,408005,109072,53367,55705,1773112,1199338,573774,1534166,238946,2163854,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,211,6227,435334,1017568,12050,55613,1007255,248373,1255628,595331,718960,585595,415178,215863,207586,33329,2771842,1028767,3800609,2051513,1127764,755533,2156,605463,14687,70135,182698,56671,478091,19128,648607,578252,43490,46343,645717,720167,694857,836015,207958,97912,1152,30148,3299,1232,9009,355613,307863,20184,126299,264,8333,7707,26637,338966,593261,10333,900503,17816,70587,193110,263697,211052,724609,363280,150277,82492,4982,143553,830550,71679,5319,5684,329,36,167867,1011,2260,1477,3737,131,105,236,126,184,310,193,5485,0.6737139716218021
19,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,0,0,0,53878,27061,26817,62966,39329,23637,50765,12201,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,132,4762,14593,170,1486,33422,6498,39920,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,96630,35018,16414,164,13306,1102,6639,2450,434,9224,499,9314,10621,963,455,26837,9721,19606,20141,5793,3167,1,11322,391,215,3241,18707,8346,3501,9164,979,1748,385,3164,10346,12040,52,12297,2057,1429,2130,3559,3395,13892,5197,5300,8962,2015,6042,21057,3081,422,483,53,8,3807,52,161,70,231,28,21,49,6,6,12,4,348,0.493665079000985
20,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,0,0,0,72400,35266,37134,31710,16424,15286,27123,4587,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,190,3583,5318,57,885,14503,5215,19718,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,53752,17922,6960,56,755,577,2116,1382,262,3378,203,3169,4178,538,371,13486,4477,4703,12051,2014,1980,1,421,449,54,793,10133,9232,296,46,1375,1309,160,3008,7097,2839,164,11181,44,494,1068,1562,1626,6187,2156,2405,5600,1261,4674,11366,1396,217,266,38,11,1582,52,161,70,231,28,21,49,6,6,12,4,348,0.4886135468293303
21,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,0,0,0,69979,34533,35446,40222,23591,16631,33578,6644,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,549,4866,14231,450,1582,19497,9524,29021,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,61993,25334,11802,85,6380,2072,7467,4568,943,10557,930,9363,12744,1244,465,18182,8399,11735,11640,5518,3430,9,3271,256,54,2743,10696,6857,733,3798,485,633,194,1447,7331,7504,135,12954,455,1215,1598,2813,1966,8102,2950,3186,6270,1910,4260,13537,2123,358,446,62,26,2989,68,193,192,385,64,41,105,21,25,46,40,644,0.6307174390710988
22,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,0,0,0,90764,44459,46305,38044,18429,19615,24372,13672,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,1154,586,3911,95,969,18603,1092,19695,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,64379,20713,6836,148,189,605,3167,884,156,2988,106,1320,3318,174,1962,15498,2173,4066,15458,410,1283,24,481,1713,232,598,13789,11332,951,99,3613,2385,1725,8113,7920,1688,390,6770,99,184,648,832,1247,5358,1898,2213,8718,1054,6354,12003,2146,329,403,52,22,1410,52,161,70,231,28,21,49,6,6,12,4,348,0.3975628828359182
23,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,0,0,0,47410,23457,23953,60945,38910,22035,50754,10191,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,133,6549,17157,312,1471,33599,11372,44971,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,94890,35493,15195,148,16426,1203,6169,3884,752,11499,631,12215,13372,1121,1590,27644,11806,17327,17340,7188,4619,12,8708,406,8,2555,17601,11169,925,16855,104,1739,456,2480,7993,16365,181,8500,2548,1667,2314,3981,3828,15082,5588,5666,8813,1531,5049,21917,2652,386,447,50,11,4391,52,161,70,231,28,21,49,6,6,12,4,348,0.5699875108079546
24,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,0,0,0,25974,12649,13325,22326,14102,8224,19829,2497,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,328,3068,5932,207,742,12000,3950,15950,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,35140,13254,5652,34,4410,703,2736,2128,217,5804,346,4345,6616,595,359,10559,4945,6143,5317,3805,1525,2,1958,297,164,801,5938,4246,154,2577,81,750,222,1069,3148,5416,16,7059,139,926,1038,1964,1399,5222,1975,1848,3048,649,2319,7625,977,116,151,26,9,2130,52,161,70,231,28,21,49,6,6,12,4,348,0.5889238165680474
25,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,0,0,0,72911,35803,37108,30202,17339,12863,22669,7533,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,277,4211,12493,381,1598,18112,5365,23477,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,55258,20305,7412,55,1063,2002,3921,2973,505,7429,655,7285,9532,1598,204,14643,8804,11232,11259,3062,2620,1,2329,1008,143,1923,6330,3564,505,142,425,600,346,1540,5240,7800,169,12831,142,960,1225,2185,1636,5721,2058,2027,5450,1778,2094,10649,1513,260,358,77,21,2614,52,161,70,231,28,21,49,6,6,12,4,348,0.651053835962905
26,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,0,0,0,117216,56469,60747,65772,41263,24509,51157,14615,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,1198,22966,30539,2477,7418,20308,30180,50488,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,120592,43812,11856,313,3898,6454,5958,8668,1397,22828,4243,23203,27411,3186,1243,31671,23052,25706,15037,12769,4155,32,2768,264,100,2181,10424,6313,2472,662,976,1653,409,3384,9481,19772,346,25063,502,1943,3138,5081,4629,16296,6373,5294,9382,2717,4223,24776,2474,435,559,86,38,5667,68,193,192,385,64,41,105,21,25,46,40,644,0.6855408244748631
27,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,0,0,0,34811,16770,18041,28561,19554,9007,24430,4131,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,67,3794,8635,96,494,10730,2452,13182,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,30709,13849,5399,20,105,895,2356,205,771,2310,247,4824,4036,955,333,9277,3562,7026,6820,2134,529,6,2002,513,1,1709,5915,2345,16,8,772,165,820,1797,3654,3806,40,7643,8,1194,1203,2397,1580,4886,1777,1529,2034,160,2017,6239,323,19,21,2,0,2894,52,161,70,231,28,21,49,6,6,12,4,348,0.5216999819917162
28,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,0,0,0,98372,49365,49007,50169,27545,22624,44262,5907,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,622,3104,16026,98,888,18420,6500,24920,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,71785,25669,14423,98,963,679,2281,1369,163,6563,216,6118,7182,456,215,18949,6582,16937,15861,2575,2782,0,9264,1995,532,2647,12903,1966,1425,133,3127,1627,748,5886,7290,4989,384,11931,117,944,1418,2362,1989,7974,2960,3025,6681,2468,7206,13124,3072,482,565,71,12,2724,52,161,70,231,28,21,49,6,6,12,4,348,0.42843491850859566
29,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,0,0,0,28468,14413,14055,17644,9968,7676,14524,3120,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,427,1504,6198,97,392,8569,2182,10751,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,21090,8910,5252,68,136,430,1415,1031,99,2890,165,2823,3491,502,40,6946,2714,4413,5393,1047,1125,1,591,1319,1,580,4472,2650,7,1,220,35,114,374,3801,2537,5,6796,1,795,833,1628,837,2749,934,978,2100,709,848,4865,631,66,87,15,6,1603,52,161,70,231,28,21,49,6,6,12,4,348,0.5151472253680635
30,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,0,0,0,78323,38570,39753,33370,17898,15472,25717,7653,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,889,3123,5373,139,750,14542,4672,19214,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,56054,20055,7230,109,782,569,4629,1435,475,2569,189,3580,3653,609,354,15025,5007,6658,13420,1635,2297,23,1148,1260,197,1487,10534,8032,112,47,903,978,1629,3616,7080,3847,106,11712,11,364,1162,1526,1714,6935,2530,2691,6174,906,4614,12018,1285,167,227,41,19,2011,52,161,70,231,28,21,49,6,6,12,4,348,0.5425893969897421
31,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,0,0,0,46380,22771,23609,42493,28313,14180,34752,7741,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,204,7133,14188,202,887,17889,6306,24195,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,53026,22362,8493,66,348,1299,3081,1045,434,6641,371,8634,7942,867,429,14843,7421,8253,9390,5787,1108,1,1162,79,14,1045,8984,7471,30,92,775,693,470,2192,7026,6902,254,14074,92,1439,1689,3128,2447,8509,3294,2768,4146,622,2477,11500,1003,105,132,22,5,3770,52,161,70,231,28,21,49,6,6,12,4,348,0.5776501840446948
32,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,0,0,0,92783,45746,47037,49177,29156,20021,43000,6177,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,264,6115,14204,303,1300,22272,8503,30775,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,70415,28305,13469,85,2129,1964,4771,4023,869,7725,621,9593,10217,1623,228,19907,10692,15800,14876,4678,3972,23,2817,2429,112,3474,9782,4173,199,541,882,914,437,2260,7809,9685,27,17389,84,1017,1395,2412,1944,8169,2896,3329,7494,2399,2980,13982,2874,493,631,108,30,2987,52,161,70,231,28,21,49,6,6,12,4,348,0.5766784829969539
